,key,values,0
5813,"['2020', 'A13', '01', '0']","['107.8', '.', '0.6', '3826', '12.37', '5972', '...', '...']",
5814,"['2020', 'A13', '02', '2']","['105.3', '.', '0.3', '18478', '12.17', '26183', '...', '...']",
5815,"['2020', 'A13', '02', '1']","['104.4', '.', '0.1', '11439', '12.66', '15579', '13.00', '2617']",
5816,"['2020', 'A13', '02', '0']","['106.8', '.', '0.8', '7039', '11.23', '10604', '...', '...']",
5817,"['2020', 'A13', '03', '2']","['104.4', '.', '0.4', '7293', '10.92', '9704', '...', '...']",
5818,"['2020', 'A13', '03', '1']","['104.6', '.', '0.1', '3824', '11.11', '4957', '11.36', '846']",
5819,"['2020', 'A13', '03', '0']","['104.3', '.', '0.6', '3469', '10.63', '4747', '...', '...']",
5820,"['2020', '179', '00', '2']","['106.2', '.', '0.4', '32682', '13.69', '44163', '...', '...']",
5821,"['2020', '179', '00', '1']","['105.9', '.', '0.3', '21835', '14.43', '28735', '14.86', '5165']",
5822,"['2020', '179', '00', '0']","['107.0', '.', '0.7', '10847', '11.97', '15428', '...', '...']",
5823,"['2020', '179', '01', '2']","['107.7', '.', '0.6', '11438', '17.11', '16226', '...', '...']",
5824,"['2020', '179', '01', '1']","['107.5', '.', '0.5', '8294', '18.29', '11578', '18.85', '2143']",
5825,"['2020', '179', '01', '0']","['108.3', '.', '0.7', '3144', '13.18', '4648', '...', '...']",
5826,"['2020', '179', '02', '2']","['106.1', '.', '0.3', '15073', '13.12', '20327', '...', '...']",
5827,"['2020', '179', '02', '1']","['105.2', '.', '0.1', '10095', '13.58', '13039', '13.79', '2288']",
5828,"['2020', '179', '02', '0']","['108.1', '.', '0.8', '4978', '12.05', '7288', '...', '...']",
5829,"['2020', '179', '03', '2']","['105.0', '.', '0.5', '6171', '11.60', '7610', '...', '...']",
5830,"['2020', '179', '03', '1']","['105.4', '.', '0.3', '3446', '11.85', '4118', '12.04', '734']",
5831,"['2020', '179', '03', '0']","['104.6', '.', '0.7', '2725', '11.17', '3492', '...', '...']",
5832,"['2020', '179-1', '00', '2']","['106.3', '.', '0.3', '17822', '14.66', '24818', '...', '...']",
5833,"['2020', '179-1', '00', '1']","['105.2', '.', '0.1', '12755', '15.50', '17320', '15.86', '3370']",
5834,"['2020', '179-1', '00', '0']","['109.0', '.', '0.9', '5067', '12.42', '7498', '...', '...']",
5835,"['2020', '179-1', '01', '2']","['107.5', '.', '0.6', '6745', '18.20', '9926', '...', '...']",
5836,"['2020', '179-1', '01', '1']","['107.2', '.', '0.5', '5055', '19.32', '7460', '19.69', '1487']",
5837,"['2020', '179-1', '01', '0']","['109.2', '.', '1.1', '1690', '13.52', '2466', '...', '...']",
5838,"['2020', '179-1', '02', '2']","['106.5', '.', '0.2', '8260', '13.89', '11350', '...', '...']",
5839,"['2020', '179-1', '02', '1']","['104.9', '.', '0.0', '5886', '14.38', '7763', '14.46', '1474']",
5840,"['2020', '179-1', '02', '0']","['110.5', '.', '1.0', '2374', '12.54', '3587', '...', '...']",
5841,"['2020', '179-1', '03', '2']","['104.4', '.', '0.2', '2817', '12.06', '3542', '...', '...']",
5842,"['2020', '179-1', '03', '1']","['103.2', '.', '0.0', '1814', '12.36', '2097', '12.51', '409']",
5843,"['2020', '179-1', '03', '0']","['106.5', '.', '0.6', '1003', '11.54', '1445', '...', '...']",
5844,"['2020', '179-2', '00', '2']","['106.1', '.', '0.6', '14860', '12.48', '19345', '...', '...']",
5845,"['2020', '179-2', '00', '1']","['106.7', '.', '0.5', '9080', '12.96', '11415', '13.20', '1795']",
5846,"['2020', '179-2', '00', '0']","['105.3', '.', '0.6', '5780', '11.52', '7930', '...', '...']",
5847,"['2020', '179-2', '01', '2']","['107.8', '.', '0.6', '4693', '15.28', '6300', '...', '...']",
5848,"['2020', '179-2', '01', '1']","['108.0', '.', '0.6', '3239', '16.31', '4118', '16.72', '656']",
5849,"['2020', '179-2', '01', '0']","['107.5', '.', '0.4', '1454', '12.81', '2182', '...', '...']",
5850,"['2020', '179-2', '02', '2']","['105.7', '.', '0.4', '6813', '12.13', '8977', '...', '...']",
5851,"['2020', '179-2', '02', '1']","['105.5', '.', '0.3', '4209', '12.43', '5276', '12.64', '814']",
5852,"['2020', '179-2', '02', '0']","['105.9', '.', '0.7', '2604', '11.54', '3701', '...', '...']",
5853,"['2020', '179-2', '03', '2']","['105.6', '.', '0.7', '3354', '11.19', '4068', '...', '...']",
5854,"['2020', '179-2', '03', '1']","['107.5', '.', '0.7', '1632', '11.39', '2021', '11.57', '325']",
5855,"['2020', '179-2', '03', '0']","['103.1', '.', '0.7', '1722', '10.83', '2047', '...', '...']",
5856,"['2020', 'A14', '00', '2']","['103.3', '.', '0.4', '13427', '10.63', '21107', '...', '...']",
5857,"['2020', 'A14', '00', '1']","['102.8', '.', '0.2', '6512', '10.97', '11021', '11.25', '1707']",
5858,"['2020', 'A14', '00', '0']","['103.8', '.', '0.6', '6915', '10.15', '10086', '...', '...']",
5859,"['2020', 'A14', '01', '2']","['104.5', '.', '0.5', '3938', '12.43', '6044', '...', '...']",
5860,"['2020', 'A14', '01', '1']","['104.9', '.', '0.3', '2345', '13.25', '3789', '13.60', '661']",
5861,"['2020', 'A14', '01', '0']","['104.0', '.', '0.7', '1593', '11.06', '2255', '...', '...']",
5862,"['2020', 'A14', '02', '2']","['103.2', '.', '0.3', '6951', '10.48', '11153', '...', '...']",
5863,"['2020', 'A14', '02', '1']","['102.3', '.', '0.1', '3126', '10.87', '5321', '11.14', '802']",
5864,"['2020', 'A14', '02', '0']","['104.1', '.', '0.6', '3825', '9.97', '5832', '...', '...']",
5865,"['2020', 'A14', '03', '2']","['102.5', '.', '0.4', '2538', '9.82', '3910', '...', '...']",
5866,"['2020', 'A14', '03', '1']","['102.0', '.', '0.3', '1041', '9.75', '1911', '9.63', '244']",
5867,"['2020', 'A14', '03', '0']","['103.1', '.', '0.7', '1497', '9.95', '1999', '...', '...']",
5868,"['2020', '743', '00', '2']","['103.7', '.', '0.7', '8104', '11.62', '12201', '...', '...']",
5869,"['2020', '743', '00', '1']","['103.0', '.', '0.2', '4533', '11.95', '7151', '12.20', '1178']",
5870,"['2020', '743', '00', '0']","['104.8', '.', '1.5', '3571', '11.01', '5050', '...', '...']",
5871,"['2020', '743', '01', '2']","['105.0', '.', '0.5', '2687', '14.03', '3885', '...', '...']",
5872,"['2020', '743', '01', '1']","['105.2', '.', '0.1', '1798', '14.92', '2699', '14.91', '513']",
5873,"['2020', '743', '01', '0']","['104.6', '.', '1.3', '889', '12.07', '1186', '...', '...']",
5874,"['2020', '743', '02', '2']","['103.5', '.', '0.7', '3991', '11.41', '6174', '...', '...']",
5875,"['2020', '743', '02', '1']","['102.5', '.', '0.1', '2064', '11.74', '3295', '11.94', '528']",
5876,"['2020', '743', '02', '0']","['104.9', '.', '1.4', '1927', '10.84', '2879', '...', '...']",
5877,"['2020', '743', '03', '2']","['103.2', '.', '0.8', '1426', '10.51', '2142', '...', '...']",
5878,"['2020', '743', '03', '1']","['102.2', '.', '0.3', '671', '10.42', '1157', '10.21', '137']",
5879,"['2020', '743', '03', '0']","['104.7', '.', '1.7', '755', '10.70', '985', '...', '...']",
5880,"['2020', 'A15', '00', '2']","['104.0', '.', '0.7', '11162', '11.38', '18627', '...', '...']",
5881,"['2020', 'A15', '00', '1']","['104.2', '.', '0.6', '6490', '11.73', '11734', '12.34', '1848']",
5882,"['2020', 'A15', '00', '0']","['103.9', '.', '1.0', '4672', '10.65', '6893', '...', '...']",
5883,"['2020', 'A15', '01', '2']","['104.7', '.', '0.8', '4409', '14.19', '7522', '...', '...']",
5884,"['2020', 'A15', '01', '1']","['105.3', '.', '0.9', '3067', '15.00', '5376', '15.50', '955']",
5885,"['2020', 'A15', '01', '0']","['103.4', '.', '0.7', '1342', '12.16', '2146', '...', '...']",
5886,"['2020', 'A15', '02', '2']","['105.2', '.', '0.9', '4544', '11.09', '7674', '...', '...']",
5887,"['2020', 'A15', '02', '1']","['105.4', '.', '0.7', '2659', '11.31', '4863', '11.68', '721']",
5888,"['2020', 'A15', '02', '0']","['105.0', '.', '1.3', '1885', '10.53', '2811', '...', '...']",
5889,"['2020', 'A15', '03', '2']","['101.8', '.', '0.3', '2209', '9.81', '3431', '...', '...']",
5890,"['2020', 'A15', '03', '1']","['101.0', '.', '0.0', '764', '9.71', '1495', '9.89', '172']",
5891,"['2020', 'A15', '03', '0']","['102.9', '.', '0.7', '1445', '9.98', '1936', '...', '...']",
5892,"['2020', '905', '00', '2']","['103.8', '.', '0.6', '8864', '12.03', '14519', '...', '...']",
5893,"['2020', '905', '00', '1']","['104.6', '.', '0.5', '5035', '12.57', '9034', '13.05', '1524']",
5894,"['2020', '905', '00', '0']","['103.0', '.', '0.9', '3829', '10.96', '5485', '...', '...']",
5895,"['2020', '905', '01', '2']","['104.4', '.', '0.8', '3705', '14.88', '6311', '...', '...']",
5896,"['2020', '905', '01', '1']","['105.3', '.', '0.9', '2592', '15.73', '4537', '16.15', '837']",
5897,"['2020', '905', '01', '0']","['102.2', '.', '0.5', '1113', '12.64', '1774', '...', '...']",
5898,"['2020', '905', '02', '2']","['105.1', '.', '0.8', '3516', '11.73', '5747', '...', '...']",
5899,"['2020', '905', '02', '1']","['106.1', '.', '0.6', '1993', '12.06', '3598', '12.21', '581']",
5900,"['2020', '905', '02', '0']","['104.0', '.', '1.3', '1523', '10.93', '2149', '...', '...']",
5901,"['2020', '905', '03', '2']","['101.3', '.', '0.2', '1643', '10.07', '2461', '...', '...']",
5902,"['2020', '905', '03', '1']","['100.7', '.', '-0.3', '450', '10.00', '899', '10.19', '106']",
5903,"['2020', '905', '03', '0']","['102.2', '.', '0.6', '1193', '10.14', '1562', '...', '...']",
5904,"['2020', '905-1', '00', '2']","['104.7', '.', '0.6', '5603', '12.77', '9842', '...', '...']",
5905,"['2020', '905-1', '00', '1']","['105.1', '.', '0.4', '4138', '13.03', '7414', '13.52', '1271']",
5906,"['2020', '905-1', '00', '0']","['104.0', '.', '1.0', '1465', '11.98', '2428', '...', '...']",
5907,"['2020', '905-1', '01', '2']","['104.6', '.', '0.9', '2901', '15.36', '5168', '...', '...']",
5908,"['2020', '905-1', '01', '1']","['105.6', '.', '1.0', '2159', '16.17', '3871', '16.56', '724']",
5909,"['2020', '905-1', '01', '0']","['102.0', '.', '0.5', '742', '13.03', '1297', '...', '...']",
5910,"['2020', '905-1', '02', '2']","['106.5', '.', '0.8', '2013', '12.37', '3597', '...', '...']",
5911,"['2020', '905-1', '02', '1']","['106.6', '.', '0.5', '1664', '12.45', '2970', '12.64', '476']",
5912,"['2020', '905-1', '02', '0']","['106.7', '.', '1.7', '349', '12.02', '627', '...', '...']",
5913,"['2020', '905-1', '03', '2']","['101.7', '.', '-0.2', '689', '10.36', '1077', '...', '...']",
5914,"['2020', '905-1', '03', '1']","['101.5', '.', '-0.6', '315', '10.10', '573', '10.21', '71']",
5915,"['2020', '905-1', '03', '0']","['102.8', '.', '0.5', '374', '10.90', '504', '...', '...']",
5916,"['2020', '905-2', '00', '2']","['102.1', '.', '0.8', '3261', '10.33', '4677', '...', '...']",
5917,"['2020', '905-2', '00', '1']","['102.4', '.', '0.7', '897', '10.79', '1620', '11.20', '253']",
5918,"['2020', '905-2', '00', '0']","['102.0', '.', '0.8', '2364', '9.97', '3057', '...', '...']",
5919,"['2020', '905-2', '01', '2']","['103.6', '.', '0.7', '804', '12.70', '1143', '...', '...']",
5920,"['2020', '905-2', '01', '1']","['104.2', '.', '0.7', '433', '13.46', '666', '13.80', '113']",
5921,"['2020', '905-2', '01', '0']","['102.6', '.', '0.6', '371', '11.26', '477', '...', '...']",
5922,"['2020', '905-2', '02', '2']","['102.5', '.', '0.9', '1503', '10.15', '2150', '...', '...']",
5923,"['2020', '905-2', '02', '1']","['103.8', '.', '0.7', '329', '10.25', '628', '10.51', '105']",
5924,"['2020', '905-2', '02', '0']","['102.0', '.', '1.0', '1174', '10.08', '1522', '...', '...']",
5925,"['2020', '905-2', '03', '2']","['101.0', '.', '0.7', '954', '9.69', '1384', '...', '...']",
5926,"['2020', '905-2', '03', '1']","['98.7', '.', '0.6', '135', '9.76', '326', '10.11', '35']",
5927,"['2020', '905-2', '03', '0']","['101.9', '.', '0.7', '819', '9.65', '1058', '...', '...']",
5928,"['2020', 'A16', '00', '2']","['106.1', '.', '1.0', '2970', '10.67', '5824', '...', '...']",
5929,"['2020', 'A16', '00', '1']","['105.2', '.', '1.1', '1431', '11.06', '3149', '11.57', '550']",
5930,"['2020', 'A16', '00', '0']","['107.1', '.', '0.8', '1539', '10.09', '2675', '...', '...']",
5931,"['2020', 'A16', '01', '2']","['105.6', '.', '0.9', '859', '12.77', '1789', '...', '...']",
5932,"['2020', 'A16', '01', '1']","['105.0', '.', '0.8', '535', '14.21', '1148', '15.10', '233']",
5933,"['2020', 'A16', '01', '0']","['106.3', '.', '1.1', '324', '10.77', '641', '...', '...']",
5934,"['2020', 'A16', '02', '2']","['106.0', '.', '0.8', '1476', '10.52', '2841', '...', '...']",
5935,"['2020', 'A16', '02', '1']","['104.9', '.', '0.9', '669', '10.91', '1474', '11.22', '247']",
5936,"['2020', 'A16', '02', '0']","['107.2', '.', '0.8', '807', '9.92', '1367', '...', '...']",
5937,"['2020', 'A16', '03', '2']","['106.6', '.', '1.2', '635', '9.63', '1194', '...', '...']",
5938,"['2020', 'A16', '03', '1']","['105.9', '.', '1.6', '227', '9.43', '527', '9.35', '70']",
5939,"['2020', 'A16', '03', '0']","['107.3', '.', '0.8', '408', '9.93', '667', '...', '...']",
5940,"['2020', '272', '00', '2']","['106.8', '.', '1.0', '2429', '11.10', '4861', '...', '...']",
5941,"['2020', '272', '00', '1']","['105.7', '.', '1.1', '1234', '11.46', '2714', '11.96', '494']",
5942,"['2020', '272', '00', '0']","['108.1', '.', '0.8', '1195', '10.53', '2147', '...', '...']",
5943,"['2020', '272', '01', '2']","['106.2', '.', '1.1', '689', '13.75', '1472', '...', '...']",
5944,"['2020', '272', '01', '1']","['104.9', '.', '0.9', '480', '15.18', '1015', '15.81', '216']",
5945,"['2020', '272', '01', '0']","['108.4', '.', '1.6', '209', '11.46', '457', '...', '...']",
5946,"['2020', '272', '02', '2']","['106.8', '.', '0.9', '1203', '10.98', '2344', '...', '...']",
5947,"['2020', '272', '02', '1']","['105.9', '.', '0.9', '566', '11.33', '1230', '11.57', '215']",
5948,"['2020', '272', '02', '0']","['107.9', '.', '0.8', '637', '10.41', '1114', '...', '...']",
5949,"['2020', '272', '03', '2']","['107.1', '.', '1.1', '537', '9.81', '1045', '...', '...']",
5950,"['2020', '272', '03', '1']","['106.1', '.', '1.7', '188', '9.56', '469', '9.57', '63']",
5951,"['2020', '272', '03', '0']","['108.2', '.', '0.3', '349', '10.21', '576', '...', '...']",
5952,"['2020', 'A17', '00', '2']","['106.1', '.', '1.2', '49214', '12.00', '69439', '...', '...']",
5953,"['2020', 'A17', '00', '1']","['106.4', '.', '1.2', '29337', '12.65', '42452', '13.06', '6950']",
5954,"['2020', 'A17', '00', '0']","['105.6', '.', '1.1', '19877', '10.64', '26987', '...', '...']",
5955,"['2020', 'A17', '01', '2']","['107.8', '.', '1.3', '17536', '14.77', '25155', '...', '...']",
5956,"['2020', 'A17', '01', '1']","['108.3', '.', '1.3', '12798', '15.73', '18564', '16.18', '3089']",
5957,"['2020', 'A17', '01', '0']","['106.5', '.', '1.3', '4738', '11.84', '6591', '...', '...']",
5958,"['2020', 'A17', '02', '2']","['105.8', '.', '1.1', '22140', '11.63', '31744', '...', '...']",
5959,"['2020', 'A17', '02', '1']","['105.8', '.', '1.0', '12219', '12.11', '17815', '12.40', '2873']",
5960,"['2020', 'A17', '02', '0']","['105.9', '.', '1.1', '9921', '10.65', '13929', '...', '...']",
5961,"['2020', 'A17', '03', '2']","['105.1', '.', '1.2', '9538', '10.61', '12540', '...', '...']",
5962,"['2020', 'A17', '03', '1']","['105.5', '.', '1.4', '4320', '10.95', '6073', '11.51', '988']",
5963,"['2020', 'A17', '03', '0']","['104.5', '.', '1.0', '5218', '10.04', '6467', '...', '...']",
5964,"['2020', '564', '00', '2']","['106.6', '.', '1.3', '39817', '12.60', '54245', '...', '...']",
5965,"['2020', '564', '00', '1']","['107.1', '.', '1.4', '25582', '13.25', '35288', '13.58', '5936']",
5966,"['2020', '564', '00', '0']","['105.6', '.', '1.1', '14235', '10.99', '18957', '...', '...']",
5967,"['2020', '564', '01', '2']","['108.6', '.', '1.4', '15078', '15.59', '20990', '...', '...']",
5968,"['2020', '564', '01', '1']","['109.2', '.', '1.5', '11437', '16.45', '16048', '16.92', '2681']",
5969,"['2020', '564', '01', '0']","['106.6', '.', '1.2', '3641', '12.33', '4942', '...', '...']",
5970,"['2020', '564', '02', '2']","['106.1', '.', '1.2', '17368', '12.20', '23893', '...', '...']",
5971,"['2020', '564', '02', '1']","['106.2', '.', '1.2', '10596', '12.64', '14559', '12.87', '2444']",
5972,"['2020', '564', '02', '0']","['106.1', '.', '1.2', '6772', '11.11', '9334', '...', '...']",
5973,"['2020', '564', '03', '2']","['105.6', '.', '1.4', '7371', '10.97', '9362', '...', '...']",
5974,"['2020', '564', '03', '1']","['106.5', '.', '1.6', '3549', '11.38', '4681', '11.92', '811']",
5975,"['2020', '564', '03', '0']","['104.4', '.', '1.1', '3822', '10.22', '4681', '...', '...']",
5976,"['2020', '564-1', '00', '2']","['106.6', '.', '1.4', '15184', '13.80', '21422', '...', '...']",
5977,"['2020', '564-1', '00', '1']","['106.6', '.', '1.4', '11426', '14.30', '16360', '14.68', '2917']",
5978,"['2020', '564-1', '00', '0']","['106.6', '.', '1.3', '3758', '11.69', '5062', '...', '...']",
5979,"['2020', '564-1', '01', '2']","['108.1', '.', '1.3', '6072', '16.65', '9027', '...', '...']",
5980,"['2020', '564-1', '01', '1']","['108.2', '.', '1.2', '4917', '17.26', '7480', '17.66', '1323']",
5981,"['2020', '564-1', '01', '0']","['107.2', '.', '1.3', '1155', '13.13', '1547', '...', '...']",
5982,"['2020', '564-1', '02', '2']","['105.9', '.', '1.3', '6932', '13.21', '9636', '...', '...']",
5983,"['2020', '564-1', '02', '1']","['105.7', '.', '1.3', '5124', '13.58', '7095', '13.93', '1226']",
5984,"['2020', '564-1', '02', '0']","['106.6', '.', '1.2', '1808', '11.69', '2541', '...', '...']",
5985,"['2020', '564-1', '03', '2']","['106.2', '.', '1.7', '2180', '11.98', '2759', '...', '...']",
5986,"['2020', '564-1', '03', '1']","['106.2', '.', '1.8', '1385', '12.37', '1785', '13.01', '368']",
5987,"['2020', '564-1', '03', '0']","['106.1', '.', '1.3', '795', '10.77', '974', '...', '...']",
5988,"['2020', '564-2', '00', '2']","['106.6', '.', '1.3', '24633', '11.79', '32823', '...', '...']",
5989,"['2020', '564-2', '00', '1']","['107.5', '.', '1.4', '14156', '12.37', '18928', '12.58', '3019']",
5990,"['2020', '564-2', '00', '0']","['105.2', '.', '1.1', '10477', '10.74', '13895', '...', '...']",
5991,"['2020', '564-2', '01', '2']","['109.1', '.', '1.6', '9006', '14.66', '11963', '...', '...']",
5992,"['2020', '564-2', '01', '1']","['110.2', '.', '1.7', '6520', '15.63', '8568', '16.10', '1358']",
5993,"['2020', '564-2', '01', '0']","['106.3', '.', '1.2', '2486', '11.95', '3395', '...', '...']",
5994,"['2020', '564-2', '02', '2']","['106.3', '.', '1.2', '10436', '11.49', '14257', '...', '...']",
5995,"['2020', '564-2', '02', '1']","['106.6', '.', '1.2', '5472', '11.82', '7464', '11.91', '1218']",
5996,"['2020', '564-2', '02', '0']","['105.8', '.', '1.1', '4964', '10.89', '6793', '...', '...']",
5997,"['2020', '564-2', '03', '2']","['105.3', '.', '1.3', '5191', '10.45', '6603', '...', '...']",
5998,"['2020', '564-2', '03', '1']","['106.6', '.', '1.5', '2164', '10.72', '2896', '11.05', '443']",
5999,"['2020', '564-2', '03', '0']","['103.8', '.', '1.0', '3027', '10.05', '3707', '...', '...']",
6000,"['2020', 'A18', '00', '2']","['105.8', '.', '0.7', '6421', '11.03', '10570', '...', '...']",
6001,"['2020', 'A18', '00', '1']","['105.7', '.', '0.5', '2909', '11.59', '4899', '12.11', '733']",
6002,"['2020', 'A18', '00', '0']","['105.8', '.', '1.0', '3512', '10.40', '5671', '...', '...']",
6003,"['2020', 'A18', '01', '2']","['106.5', '.', '1.0', '2227', '13.39', '3731', '...', '...']",
6004,"['2020', 'A18', '01', '1']","['106.7', '.', '1.1', '1486', '14.34', '2462', '15.05', '401']",
6005,"['2020', 'A18', '01', '0']","['106.1', '.', '1.0', '741', '11.68', '1269', '...', '...']",
6006,"['2020', 'A18', '02', '2']","['106.1', '.', '0.7', '3248', '10.66', '5365', '...', '...']",
6007,"['2020', 'A18', '02', '1']","['106.3', '.', '0.4', '1084', '11.04', '1835', '11.62', '238']",
6008,"['2020', 'A18', '02', '0']","['105.8', '.', '1.0', '2164', '10.33', '3530', '...', '...']",
6009,"['2020', 'A18', '03', '2']","['104.5', '.', '0.4', '946', '9.80', '1474', '...', '...']",
6010,"['2020', 'A18', '03', '1']","['103.3', '.', '-0.1', '339', '9.88', '602', '9.99', '94']",
6011,"['2020', 'A18', '03', '0']","['105.5', '.', '1.0', '607', '9.71', '872', '...', '...']",
6012,"['2020', '205', '00', '2']","['106.9', '.', '0.5', '4815', '11.94', '7572', '...', '...']",
6013,"['2020', '205', '00', '1']","['106.5', '.', '0.3', '2365', '12.36', '3819', '12.71', '618']",
6014,"['2020', '205', '00', '0']","['106.9', '.', '0.8', '2450', '11.31', '3753', '...', '...']",
6015,"['2020', '205', '01', '2']","['107.3', '.', '0.8', '1743', '14.37', '2875', '...', '...']",
6016,"['2020', '205', '01', '1']","['107.3', '.', '1.0', '1264', '15.19', '2060', '15.72', '360']",
6017,"['2020', '205', '01', '0']","['107.0', '.', '0.4', '479', '12.38', '815', '...', '...']",
6018,"['2020', '205', '02', '2']","['107.5', '.', '0.5', '2423', '11.52', '3764', '...', '...']",
6019,"['2020', '205', '02', '1']","['107.9', '.', '0.2', '844', '11.68', '1353', '12.00', '192']",
6020,"['2020', '205', '02', '0']","['106.8', '.', '0.9', '1579', '11.32', '2411', '...', '...']",
6021,"['2020', '205', '03', '2']","['105.0', '.', '0.1', '649', '10.47', '933', '...', '...']",
6022,"['2020', '205', '03', '1']","['102.9', '.', '-0.2', '257', '10.46', '406', '10.43', '66']",
6023,"['2020', '205', '03', '0']","['107.2', '.', '0.7', '392', '10.49', '527', '...', '...']",
6024,"['2020', 'A19', '00', '2']","['105.6', '.', '1.0', '15316', '11.46', '23449', '...', '...']",
6025,"['2020', 'A19', '00', '1']","['106.8', '.', '1.2', '9008', '12.01', '13922', '12.46', '2272']",
6026,"['2020', 'A19', '00', '0']","['103.7', '.', '0.6', '6308', '10.43', '9527', '...', '...']",
6027,"['2020', 'A19', '01', '2']","['107.8', '.', '1.3', '5112', '14.14', '7683', '...', '...']",
6028,"['2020', 'A19', '01', '1']","['108.4', '.', '1.5', '3735', '15.33', '5445', '15.63', '990']",
6029,"['2020', 'A19', '01', '0']","['106.2', '.', '0.9', '1377', '11.59', '2238', '...', '...']",
6030,"['2020', 'A19', '02', '2']","['105.1', '.', '0.9', '7444', '11.32', '11712', '...', '...']",
6031,"['2020', 'A19', '02', '1']","['106.4', '.', '1.0', '3941', '11.85', '6336', '12.20', '988']",
6032,"['2020', 'A19', '02', '0']","['103.4', '.', '0.7', '3503', '10.39', '5376', '...', '...']",
6033,"['2020', 'A19', '03', '2']","['105.0', '.', '1.1', '2760', '10.10', '4054', '...', '...']",
6034,"['2020', 'A19', '03', '1']","['106.3', '.', '1.5', '1332', '10.24', '2141', '10.75', '294']",
6035,"['2020', 'A19', '03', '0']","['102.9', '.', '0.3', '1428', '9.80', '1913', '...', '...']",
6036,"['2020', '698', '00', '2']","['106.9', '.', '1.2', '8560', '13.02', '12538', '...', '...']",
6037,"['2020', '698', '00', '1']","['108.6', '.', '1.4', '5907', '13.29', '8644', '13.68', '1472']",
6038,"['2020', '698', '00', '0']","['102.1', '.', '0.3', '2653', '11.98', '3894', '...', '...']",
6039,"['2020', '698', '01', '2']","['109.2', '.', '1.5', '3209', '15.99', '4630', '...', '...']",
6040,"['2020', '698', '01', '1']","['109.7', '.', '1.7', '2642', '16.54', '3705', '16.77', '698']",
6041,"['2020', '698', '01', '0']","['106.6', '.', '0.6', '567', '13.47', '925', '...', '...']",
6042,"['2020', '698', '02', '2']","['106.3', '.', '0.9', '3952', '12.83', '5995', '...', '...']",
6043,"['2020', '698', '02', '1']","['108.4', '.', '1.1', '2506', '13.05', '3819', '13.38', '618']",
6044,"['2020', '698', '02', '0']","['101.6', '.', '0.4', '1446', '12.00', '2176', '...', '...']",
6045,"['2020', '698', '03', '2']","['106.1', '.', '1.3', '1399', '11.29', '1913', '...', '...']",
6046,"['2020', '698', '03', '1']","['108.1', '.', '1.7', '759', '11.36', '1120', '11.90', '156']",
6047,"['2020', '698', '03', '0']","['100.5', '.', '0.0', '640', '11.07', '793', '...', '...']",
6048,"['2021', 'ksu', '00', '2']","['107.5', '.', '0.9', '819531', '14.13', '1042976', '...', '...']",
6049,"['2021', 'ksu', '00', '1']","['107.6', '.', '0.8', '514010', '15.18', '639346', '16.21', '103635']",
6050,"['2021', 'ksu', '00', '0']","['107.4', '.', '0.9', '305521', '11.93', '403630', '...', '...']",
6051,"['2021', 'ksu', '01', '2']","['108.6', '.', '1.0', '289939', '17.81', '372159', '...', '...']",
6052,"['2021', 'ksu', '01', '1']","['108.7', '.', '1.0', '214221', '19.23', '271580', '20.36', '45540']",
6053,"['2021', 'ksu', '01', '0']","['108.1', '.', '1.1', '75718', '13.28', '100579', '...', '...']",
6054,"['2021', 'ksu', '02', '2']","['107.3', '.', '0.7', '345937', '13.60', '452758', '...', '...']",
6055,"['2021', 'ksu', '02', '1']","['107.1', '.', '0.6', '212526', '14.37', '264985', '15.09', '41801']",
6056,"['2021', 'ksu', '02', '0']","['107.6', '.', '0.9', '133411', '11.88', '187773', '...', '...']",
6057,"['2021', 'ksu', '03', '2']","['107.1', '.', '0.9', '183655', '12.44', '218059', '...', '...']",
6058,"['2021', 'ksu', '03', '1']","['107.3', '.', '1.0', '87263', '13.08', '102781', '14.04', '16294']",
6059,"['2021', 'ksu', '03', '0']","['106.9', '.', '0.9', '96392', '11.44', '115278', '...', '...']",
6060,"['2021', 'pks', '00', '2']","['108.7', '.', '0.9', '283669', '17.79', '348823', '...', '...']",
6061,"['2021', 'pks', '00', '1']","['108.6', '.', '0.8', '178888', '20.28', '209660', '21.22', '38134']",
6062,"['2021', 'pks', '00', '0']","['108.8', '.', '1.0', '104781', '13.41', '139163', '...', '...']",
6063,"['2021', 'pks', '01', '2']","['109.2', '.', '1.0', '88005', '23.55', '112643', '...', '...']",
6064,"['2021', 'pks', '01', '1']","['109.1', '.', '0.9', '65946', '25.64', '82975', '26.48', '15272']",
6065,"['2021', 'pks', '01', '0']","['109.8', '.', '1.4', '22059', '15.76', '29668', '...', '...']",
6066,"['2021', 'pks', '02', '2']","['108.4', '.', '0.7', '110889', '17.34', '140335', '...', '...']",
6067,"['2021', 'pks', '02', '1']","['108.0', '.', '0.6', '72298', '19.25', '82694', '19.79', '14701']",
6068,"['2021', 'pks', '02', '0']","['109.0', '.', '1.0', '38591', '13.65', '57641', '...', '...']",
6069,"['2021', 'pks', '03', '2']","['108.8', '.', '1.1', '84775', '15.14', '95845', '...', '...']",
6070,"['2021', 'pks', '03', '1']","['109.1', '.', '1.1', '40644', '17.35', '43991', '18.30', '8161']",
6071,"['2021', 'pks', '03', '0']","['108.4', '.', '1.0', '44131', '12.63', '51854', '...', '...']",
